Packet,Epoch,Hadamard_Row,DAC0,DAC1,DAC2,DAC3,DAC4,DAC5,DAC6,DAC7,J+,J-,Delta_J,Scaled_Update
2215,41251,104,314,1968,3841,4091,4086,1887,412,16,3019,-26851,41872,22146
2216,41507,120,378,2016,3073,4095,4095,1887,668,16,-1078,-26596,41888,18049
2217,47652,248,523,1712,1,10,24,1872,924,0,31666,-20450,41504,-14743
2218,48677,56,523,496,3074,4094,4092,1887,1180,16,15278,-21474,-24096,1645
2219,45093,24,514,1456,1794,4090,4082,1887,1436,16,23484,-17891,41216,-6561
2220,46373,104,587,1696,258,4094,4091,1887,1692,16,-21567,-19171,41136,-27046
2221,47141,56,622,1392,1794,1,3,1872,1948,0,31684,-19939,41184,-14761
2222,43300,72,514,1584,3842,4089,4081,1903,156,16,-29771,-23780,-24592,-10680
2223,44324,8,563,1200,2050,4094,4092,1903,412,16,19385,-22756,-24656,-27060
2224,45348,72,567,368,2,2,4,1888,668,0,2997,-21732,-24592,22088
2225,44324,136,562,304,3842,1,4,1888,924,0,-13383,-22757,-24528,5708
2226,44580,152,602,1264,2818,0,1,1888,1180,0,-17480,-23013,-24544,9805
2227,43556,216,587,736,3330,1,4,1888,1436,0,31676,-21989,-24608,26185
2228,44836,40,567,352,258,2,5,1888,1692,0,-13375,-23269,40848,5700
2229,45348,8,535,480,2306,4095,4094,1903,1948,16,-21565,-23781,40880,13890
2230,45092,248,574,864,2050,0,1,1904,156,0,-25662,-24037,-24672,9793
2231,50978,136,526,1824,3073,9,23,1904,412,0,11225,-18150,40496,-18856
2232,53026,8,306,1584,3841,4092,4088,1919,668,16,-21551,-16103,-24912,13904
2233,54818,152,363,880,1025,3,7,1904,924,0,7114,-14310,40512,-22967
2234,55842,216,258,416,2049,4094,4092,1919,1180,16,-9274,-15335,40448,-6579
2235,51236,248,259,1904,3073,4088,4078,1919,1436,16,-17448,-10728,-25376,1595
2236,50212,184,359,1136,1,2,4,1904,1692,0,31700,-9704,-25312,17983
2237,50212,184,295,608,257,0,0,1904,1948,0,31700,-9704,-25312,17983
2238,50468,200,306,672,2049,0,1,1920,156,0,-29739,-9448,-25296,22080
2239,50468,200,298,608,1025,0,0,1920,412,0,-29739,-9448,-25296,22080
2240,51492,8,323,624,3073,1,4,1920,668,0,19409,-8424,40304,5692
2241,51236,24,282,304,1793,0,1,1920,924,0,15314,-8680,40320,1597
2242,52516,104,295,96,257,2,5,1920,1180,0,-5171,-9961,40240,22082
2243,59426,184,106,416,1,4085,4069,1935,1436,16,-25678,-16871,40672,-22947
2244,60706,8,302,160,1025,2,5,1920,1692,0,-5193,-18151,-24944,22104
2245,65059,248,267,1888,1281,4089,4079,1935,1948,16,-9272,-22504,-24672,26183
2246,64547,216,371,1568,257,1,2,1936,156,0,-17466,-23016,-24704,17989
2247,63779,8,362,1968,3841,4094,4093,1951,412,16,-5181,-23784,40880,30274
2248,65059,88,267,672,257,4094,4091,1951,668,16,-25666,-22504,40960,9789
2249,61730,40,303,2016,257,4091,4083,1951,924,16,-13365,-25833,-24368,22090
2250,62242,72,350,1696,1025,4095,4094,1951,1180,16,-21559,-26345,-24400,30284
2251,60962,152,311,1328,1025,4094,4091,1951,1436,16,23502,-25065,-24480,-14777
2252,61218,168,306,880,2817,4095,4095,1951,1692,16,27599,-25321,-24496,-18874
2253,60194,232,290,880,2817,4094,4092,1951,1948,16,-21557,-24297,-24560,30282
2254,58914,152,318,1456,769,4094,4091,1967,156,16,23494,-25577,-24640,9797
2255,58402,184,378,1712,3841,0,2,1952,412,0,31684,-26089,-24608,17987
2256,57890,152,370,1952,2049,4095,4094,1967,668,16,-25658,-26601,-24640,26181
2257,56610,232,378,1392,769,2,5,1952,924,0,19403,-27881,-24560,5706
2258,49440,40,382,816,2818,4084,4068,1967,1180,16,3047,-20711,41424,22062
2259,47648,152,567,96,258,3,7,1952,1436,0,-25618,-18920,41312,-14809
2260,45857,40,562,1520,770,4093,4089,1967,1692,16,11239,-17128,41424,13870
2261,42272,8,614,96,2,6,14,1952,1948,0,3033,-13543,-24336,22076
2262,42528,24,610,1648,2818,4095,4095,1983,156,16,7130,-13287,-24320,26173
2263,42528,24,610,1520,770,0,0,1968,412,0,7130,-13287,-24320,26173
2264,43808,104,582,1568,1026,4094,4091,1983,668,16,-13355,-12008,-24240,5688
2265,44576,56,639,1648,2050,1,3,1968,924,0,-1070,-11240,-24288,17973
2266,48929,72,531,2032,1026,4089,4079,1983,1180,16,-5183,-15593,40976,22086
2267,49697,24,607,1200,1026,1,3,1968,1436,0,7102,-16360,41024,9801
2268,48929,232,575,608,2306,1,3,1968,1692,0,-5189,-15593,-24464,22092
2269,48161,24,571,1184,258,4095,4093,1983,1948,16,7096,-14824,41024,9807
2270,48161,24,554,624,770,0,0,1984,156,0,7096,-14824,41024,9807
2271,47393,72,630,1520,1794,1,3,1984,412,0,19381,-15592,41072,22092
2272,46881,40,599,1584,1026,4095,4094,1999,668,16,27575,-16104,41040,30286
2273,47649,248,575,1264,2,4095,4093,1999,924,16,-25676,-15336,-24544,-22965
2274,47649,248,586,1120,1026,0,0,1984,1180,0,-25676,-15336,-24544,-22965
2275,46625,56,594,864,3074,1,4,1984,1436,0,23480,-14312,40928,-6585
2276,48417,168,566,32,1026,3,7,1984,1692,0,-13377,-16104,40816,30272
2277,49441,104,554,992,3074,4094,4092,1999,1948,16,-29757,-17128,40880,-18884
2278,49953,136,551,816,1026,4095,4094,2015,156,16,-21563,-16616,40912,-10690
2279,48162,248,551,1264,2050,4093,4089,2015,412,16,7102,-18407,41024,17975
2280,48162,248,562,752,770,0,0,2000,668,0,7102,-18407,41024,17975
2281,47650,24,547,688,2050,4095,4094,2015,924,16,-1088,-18920,-24480,9785
2282,48674,88,527,560,3074,4094,4092,2015,1180,16,-17476,-19944,-24544,26173
2283,48930,72,622,1632,2050,0,1,2000,1436,0,-13381,-20200,-24528,22078
2284,48930,72,575,928,1282,0,0,2000,1692,0,-13381,-20200,-24528,22078
2285,46625,216,546,1392,2818,4092,4087,2015,1948,16,23474,-17895,-24672,-14777
2286,47393,8,575,672,1282,1,3,2016,156,0,-29771,-17127,40912,-2486
2287,47138,24,578,864,3074,0,1,2016,412,0,-25676,-17383,40928,1609
2288,47138,24,614,1568,1026,0,0,2016,668,0,-25676,-17383,40928,1609
2289,48930,168,582,1760,2050,4093,4089,2031,924,16,2989,-15590,-24720,30274
2290,47138,56,587,1888,1282,4093,4089,2031,1180,16,31668,-13798,-24608,1595
2291,48161,248,602,1760,3074,4094,4092,2031,1436,16,-17488,-14822,40992,-14785
2292,48161,248,590,1184,1026,0,0,2016,1692,0,-17488,-14822,40992,-14785
2293,48161,248,543,432,1026,0,0,2016,1948,0,-17488,-14822,40992,-14785
2294,49698,88,558,1264,3842,4093,4090,2047,156,16,7094,-13285,-24448,9797
2295,50465,40,619,1312,2306,1,3,2032,412,0,-5191,-12518,-24496,-2488
2296,50210,24,634,1824,2050,0,1,2032,668,0,-1094,-12774,-24512,1609
2297,46369,8,535,1904,2,4090,4081,2047,924,16,3017,-16614,41264,5720
2298,46881,40,627,2032,1026,4095,4094,2047,1180,16,-5177,-17127,41232,13914
2299,50720,56,623,176,1026,6,15,2032,1436,0,-9288,-20966,-24064,18025
2300,49440,232,639,1504,258,2,5,2032,1692,0,-29773,-19686,41552,-27026
2301,53025,8,635,416,258,6,14,2032,1948,0,-21567,-23271,41776,30304
2302,53537,40,562,560,3842,0,2,2048,156,0,-13373,-22759,41808,-27038
2303,53537,40,551,624,2,0,0,2048,412,0,-13373,-22759,41808,-27038
2304,50978,136,530,1264,770,4092,4086,2063,668,16,27597,-25318,-23888,13932
2305,52002,72,539,816,2050,4094,4092,2063,924,16,-21559,-24294,-23952,30312
2306,53282,152,555,112,1026,2,5,2048,1180,0,23492,-25574,-24032,-14739
2307,53538,136,611,1648,3074,4095,4095,2063,1436,16,27587,-25830,-24016,-18834
2308,55330,248,615,880,2,3,7,2048,1692,0,-9270,-27622,-24128,18023
2309,56354,184,562,1200,1794,4094,4092,2063,1948,16,-25650,-28646,-24064,-31133
2310,56098,168,382,1904,1793,0,1,2064,156,0,-29747,-28902,-24080,30306
2311,56098,168,382,1968,769,0,0,2064,412,0,-29747,-28902,-24080,30306
2312,54562,72,570,240,2818,2,6,2064,668,0,-5165,-30438,-24176,-10648
2313,52770,184,535,1072,1026,4093,4089,2079,924,16,31706,-32230,-24064,26223
2314,52770,184,554,672,2,0,0,2064,1180,0,31706,-32230,-24064,26223
2315,47395,8,383,48,3074,4087,4075,2079,1436,16,11247,-26855,-24400,-18854
2316,46883,232,366,1520,3841,0,2,2064,1692,0,3053,-26343,41168,-10660
2317,47652,184,339,944,2049,1,3,2064,1948,0,-9232,-27112,41216,1625
2318,48932,8,347,880,1025,2,5,2080,156,0,11253,-25831,-24240,22110
2319,56098,72,366,560,2818,4084,4068,2095,412,16,27665,-18665,-24688,-27014
2320,54562,232,519,688,3074,4093,4090,2095,668,16,-13289,-20201,40752,-2432
2321,54050,8,382,1712,769,1,2,2080,924,0,-21479,-20713,-24752,-10622
2322,53538,232,366,1952,1025,4095,4094,2095,1180,16,-13285,-20201,40816,-18816
2323,52770,24,363,1328,2049,1,3,2080,1436,0,-25570,-19433,-24768,-6531
2324,44580,24,355,752,1026,4083,4064,2095,1692,16,-25602,-11243,-24256,-6499
2325,44324,40,627,1632,3330,0,1,2080,1948,0,-21507,-10987,-24272,-10594
2326,43556,248,582,752,1794,1,3,2096,156,0,31738,-11755,41216,-22885
2327,44324,200,563,480,1282,1,3,2096,412,0,19453,-10987,41168,30366
2328,42788,104,375,1200,3073,2,6,2096,668,0,-21501,-12523,41072,-10588
2329,42532,120,374,1952,3073,4095,4095,2111,924,16,-25596,-12779,41088,-14683
2330,41764,72,535,48,1026,1,3,2096,1180,0,-13305,-12011,41136,-26974
2331,41508,88,358,1712,2817,4095,4095,2111,1436,16,-17400,-11755,41120,-22879
2332,40740,40,330,816,1793,1,3,2096,1692,0,-29691,-10987,41168,-10588
2333,40228,72,274,480,1025,4095,4094,2111,1948,16,-21501,-10475,41136,-18778
2334,40484,88,382,1888,2049,0,1,2112,156,0,-17404,-10219,41152,-14681
2335,44579,88,262,1760,2049,4089,4080,2127,412,16,-17388,-6124,-24640,-14665
2336,45603,152,350,1072,2817,1,4,2112,668,0,31760,-5100,-24576,-31053
2337,47395,40,295,1264,2049,4093,4089,2127,924,16,-5111,-3308,-24688,-2388
2338,48164,88,323,688,2049,1,3,2112,1180,0,-17402,-4076,-24736,9903
2339,47908,104,314,736,3073,0,1,2112,1436,0,-21497,-3820,-24752,13998
2340,46628,24,274,736,1025,4094,4091,2127,1692,16,23554,-2540,-24672,-31053
2341,45604,88,114,1328,3840,1,4,2112,1948,0,-25602,-1516,-24736,18103
2342,45604,88,99,1504,1280,0,0,2128,156,0,-25602,-1516,-24736,18103
2343,44324,168,286,992,1,4094,4091,2143,412,16,-5127,-2796,-24656,-26958
2344,47139,88,270,1376,2049,4091,4085,2143,668,16,15342,20,41057,-6489
2345,38433,120,363,1120,1282,4082,4062,2143,924,16,7184,-8686,41600,-14647
2346,38945,152,575,1120,2306,4095,4094,2143,1180,16,-1010,-9199,41568,-6453
2347,36130,72,563,1904,3074,4091,4085,2143,1436,16,19481,-6383,-24144,-26944
2348,37154,136,578,1376,3074,4094,4092,2143,1692,16,-29667,-7407,-24208,22204
2349,38178,72,614,1120,2,2,4,2128,1948,0,19489,-8431,-24144,-26952
2350,36386,216,570,1632,1026,4093,4089,2159,156,16,-9190,-10224,41280,9905
2351,32803,184,618,160,2,6,14,2144,412,0,-17396,-13807,-24032,1699
2352,33826,248,602,1008,2818,1,4,2144,668,0,31752,-12783,-23968,-14689
2353,33826,248,590,1184,1026,0,0,2144,924,0,31752,-12783,-23968,-14689
2354,33058,200,594,1584,3842,4094,4093,2159,1180,16,-21493,-12015,-23920,-26980
2355,32546,232,606,1264,3842,0,2,2144,1436,0,-29683,-11503,-23952,-18790
2356,32034,200,614,1776,1794,4095,4094,2159,1692,16,27659,-10991,-23920,-10596
2357,31778,216,618,1584,1794,0,1,2144,1948,0,31754,-10735,-23936,-14691
2358,32803,24,594,1632,3074,4094,4092,2175,156,16,-17394,-9711,41664,1697
2359,33058,8,595,1184,2306,0,1,2160,412,0,-21489,-9455,41648,-2398
2360,32547,232,554,368,770,1,2,2160,668,0,-13295,-9967,-23920,5796
2361,32547,232,371,1760,1281,0,0,2160,924,0,-13295,-9967,-23920,5796
2362,31266,152,355,1008,1025,2,5,2160,1180,0,7190,-8686,-23840,-14689
2363,31010,168,282,432,3841,4095,4095,2175,1436,16,3095,-8430,-23856,-10594
2364,32290,248,306,1312,1,4094,4091,2175,1692,16,23580,-9710,-23936,-31079
2365,33570,168,330,560,1793,2,5,2160,1948,0,3105,-10990,-23856,-10604
2366,28961,136,270,2016,1,4089,4078,2191,156,16,-5105,-15600,41392,-18814
2367,30497,40,322,1584,3841,4093,4090,2191,412,16,-29675,-14064,41296,22152
2368,36895,184,551,2032,2049,10,25,2176,668,0,-1028,-7666,-23840,-14737
2369,37663,136,539,672,258,4095,4093,2191,924,16,11257,-6897,-23888,-2452
2370,37407,120,519,160,3330,4095,4095,2191,1180,16,15354,-6641,-23872,-6549
2371,36384,184,378,1456,3841,1,4,2176,1436,0,-1026,-5618,-23936,9831
2372,36896,216,366,1456,769,1,2,2176,1692,0,7168,-6129,-23968,1637
2373,36896,216,362,1648,769,0,0,2176,1948,0,7168,-6129,-23968,1637
2374,37664,8,314,1200,3841,4094,4093,2207,156,16,19459,-5361,41616,13928
2375,37152,40,334,1376,2049,4095,4094,2207,412,16,27649,-5873,41648,22118
2376,36896,24,339,1184,2305,0,1,2192,668,0,31746,-6129,41632,26215
2377,37664,232,290,224,1025,1,3,2192,924,0,-21505,-5361,-23952,-27036
2378,39200,72,298,1264,2817,4093,4090,2207,1180,16,19449,-6897,41488,-2454
2379,40480,248,359,1120,257,2,5,2192,1436,0,-25612,-8177,-23968,-22929
2380,40480,248,366,1712,769,0,0,2192,1692,0,-25612,-8177,-23968,-22929
2381,39200,72,335,1696,1281,4094,4091,2207,1948,16,-5137,-6897,41488,22132
2382,38176,8,355,1968,2049,4094,4092,2223,156,16,-21525,-7921,41424,5744
2383,43806,168,375,96,258,4087,4074,2223,412,16,19457,-2290,41072,-18810
2384,36640,232,378,688,3842,4084,4068,2223,668,16,3101,-9456,40624,30370
2385,40481,248,515,1520,1026,4090,4081,2223,924,16,-1010,-5616,-25152,26259
2386,43810,200,635,560,2050,5,13,2208,1180,0,11265,-8944,40176,13984
2387,44833,136,518,496,1794,4094,4092,2223,1436,16,27645,-9968,40240,-2396
2388,44833,136,594,1264,770,0,0,2208,1692,0,27645,-9968,40240,-2396
2389,43297,232,586,496,2818,2,6,2208,1948,0,-13321,-8432,40144,-26966
2390,44577,56,523,624,1026,4094,4091,2239,156,16,7164,-7151,-25312,-6481
2391,43042,152,566,1440,3074,4093,4090,2239,412,16,31734,-8687,-25216,18089
2392,44066,216,602,1824,2050,4094,4092,2239,668,16,15346,-7663,-25152,1701
2393,44578,184,578,800,2,1,2,2224,924,0,23536,-7151,-25184,9891
2394,43553,120,546,48,3842,1,4,2224,1180,0,-25612,-6127,-25120,-6497
2395,40994,24,551,1648,2,4092,4086,2239,1436,16,-1026,-3568,40256,-31083
2396,43042,152,590,2016,2,4093,4088,2239,1692,16,31750,-5615,40128,1677
2397,39457,120,551,2032,2050,4090,4082,2239,1948,16,23544,-2030,-25632,9883
2398,40225,168,614,1264,1794,1,3,2240,156,0,-29701,-1262,-25584,22174
2399,39969,184,606,1328,2818,0,1,2240,412,0,-25606,-1518,-25568,26269
2400,41760,40,602,608,1026,3,7,2240,668,0,11251,274,40081,-2410
2401,41504,56,579,880,3074,0,1,2240,924,0,7156,18,40097,-6505
2402,41248,40,567,944,3074,4095,4095,2255,1180,16,11253,274,40113,-10602
2403,42016,248,519,352,258,4095,4093,2255,1436,16,23538,-494,-25376,-22887
2404,36130,136,382,240,3842,4086,4073,2255,1692,16,-5157,5392,40529,5808
2405,36898,88,582,1392,3842,4094,4093,2255,1948,16,-17442,4624,40577,18093
2406,34337,184,619,608,1282,4,10,2256,156,0,7124,2064,-25119,-22877
2407,33569,232,547,800,258,4095,4093,2271,412,16,19409,1296,-25071,-10592
2408,32034,136,579,352,3330,2,6,2256,668,0,-21545,-240,-25168,13990
2409,31778,152,515,112,3074,4095,4095,2271,924,16,-25640,-496,-25152,9895
2410,39460,120,375,944,3074,4083,4066,2271,1180,16,-17478,-8178,-25632,1733
2411,38436,184,578,1376,3074,4094,4092,2271,1436,16,31678,-7154,-25696,18113
2412,37156,104,582,560,770,2,5,2256,1692,0,11193,-5874,-25616,-26938
2413,34595,8,570,1904,770,4092,4086,2271,1948,16,-13393,-3314,39760,-2352
2414,37156,168,607,416,1282,4,10,2272,156,0,27577,-753,39920,-26918
2415,32037,232,518,2016,2049,8,20,2272,412,0,-21595,-5872,-25296,-10554
2416,25383,72,363,240,3074,4085,4070,2287,668,16,19391,-12526,39824,30432
2417,25383,72,579,1056,258,0,0,2272,924,0,19391,-12526,39824,30432
2418,24871,40,546,736,1026,4095,4094,2287,1180,16,27585,-12014,39856,22238
2419,24359,72,579,816,2,1,2,2272,1436,0,19395,-11502,39824,30428
2420,24871,104,554,432,3842,0,2,2272,1692,0,27589,-12014,39792,22234
2421,24615,120,526,48,2818,0,1,2272,1948,0,31684,-11758,39776,18139
2422,31785,56,379,736,3330,4084,4068,2303,156,16,15328,-4588,40224,1783
2423,32552,8,582,736,2050,1,3,2288,412,0,3043,-3820,40176,-10502
2424,37927,88,382,48,2818,4087,4075,2303,668,16,-17458,1554,-25023,-31003
2425,38695,40,563,416,2306,1,3,2288,924,0,-5173,2322,-25071,-18718
2426,39207,72,563,928,2306,4095,4094,2303,1180,16,-13367,1810,-25103,-10524
2427,45606,184,550,2016,2049,10,25,2288,1436,0,23472,-4588,-24704,18173
2428,45606,184,366,1712,769,0,0,2288,1692,0,23472,-4588,-24704,18173
2429,39204,72,366,240,3842,4085,4071,2303,1948,16,-5225,1813,-25103,-18666
2430,38180,8,531,672,2306,4094,4092,2319,156,16,-21613,789,-25167,30482
2431,43811,168,375,32,1282,4087,4074,2319,412,16,19369,6420,-25519,5928
2432,43299,136,527,416,1282,4095,4094,2319,668,16,27563,5908,-25551,14122
2433,40738,40,383,944,1025,4,10,2304,924,0,-13387,3347,40145,-26828
2434,39714,232,323,1456,2049,4094,4092,2319,1180,16,3001,4372,-25327,22320
2435,39714,232,331,1120,1281,0,0,2304,1436,0,3001,4372,-25327,22320
2436,39970,248,354,1456,1793,0,1,2304,1692,0,7098,4116,-25343,18223
2437,40482,216,355,1776,1025,4095,4094,2319,1948,16,-1092,3603,-25311,26413
2438,40738,232,354,1584,3841,4095,4095,2335,156,16,3005,3860,-25295,30510
2439,41506,184,366,1376,2049,1,3,2320,412,0,-9280,4627,-25343,18225
2440,49440,168,350,624,1794,4083,4065,2335,668,16,-5215,12561,-24847,22290
2441,48672,216,538,688,3842,4094,4093,2335,924,16,-17500,11793,-24799,10005
2442,48416,200,599,1184,3330,0,1,2320,1180,0,-13403,12049,-24783,5908
2443,49183,152,618,1328,1794,1,3,2320,1436,0,-1118,11281,-24735,-6377
2444,48672,120,607,1248,258,1,2,2320,1692,0,-9312,11793,-24703,1817
2445,48415,136,607,1584,3074,4095,4095,2335,1948,16,-5217,12049,-24719,-2278
2446,47391,72,594,1712,1794,4094,4092,2351,156,16,-21605,11025,-24783,-18666
2447,47647,56,618,1712,3842,4095,4095,2351,412,16,-25700,11281,-24799,-22761
2448,47391,40,630,1952,3074,4095,4095,2351,668,16,-21603,11025,-24815,-18664
2449,45855,136,599,736,2306,2,6,2336,924,0,19363,9489,-24719,22302
2450,44575,56,542,928,1026,4094,4091,2351,1180,16,-25688,10769,-24639,1817
2451,45342,8,547,800,258,4095,4093,2351,1436,16,-13403,10001,-24591,-10468
2452,44575,216,618,1952,2,4095,4093,2351,1692,16,-25694,10769,40993,1823
2453,45343,168,539,736,3330,4094,4093,2351,1948,16,27557,10001,41041,14108
2454,45343,168,534,288,1026,0,0,2352,156,0,27557,10001,41041,14108
2455,45599,152,530,160,2050,0,1,2352,412,0,23462,10257,41025,10013
2456,46622,216,538,752,2818,4094,4092,2367,668,16,7074,11281,41089,-6375
2457,46878,200,571,816,2050,0,1,2352,924,0,11169,11537,41073,-2280
2458,51488,232,527,2032,2,4089,4078,2367,1180,16,2959,6928,-24751,5930
2459,50208,56,526,688,770,4094,4091,2367,1436,16,-17516,8207,40705,26405
2460,51999,168,518,736,2050,4093,4089,2367,1692,16,11163,6416,40593,-2274
2461,47646,184,531,2016,1282,4089,4079,2367,1948,16,15242,10769,-25215,-6353
2462,46622,120,543,816,3074,4094,4092,2383,156,16,-1146,9744,-25279,-22741
2463,45854,168,562,416,2050,1,3,2368,412,0,11139,8977,-25231,-10456
2464,44575,88,575,1440,1282,4094,4091,2383,668,16,31624,7697,-25311,10029
2465,45087,56,770,160,2051,4095,4094,2383,924,16,-25722,8209,-25343,18219
2466,44063,248,779,544,2307,4094,4092,2383,1180,16,-9334,9233,40257,1831
2467,42527,88,835,416,2307,2,6,2368,1436,0,31632,10769,-25375,26401
2468,41247,8,822,1312,1027,4094,4091,2383,1692,16,11147,12049,-25295,-18650
2469,40479,56,847,928,1283,1,3,2368,1948,0,23432,12817,-25343,-30935
2470,41247,104,874,1952,3,4095,4093,2399,156,16,-29813,13585,-25295,-18644
2471,40991,120,855,1440,3331,4095,4095,2399,412,16,-25718,13329,-25279,-14549
2472,39200,8,863,688,1027,3,7,2384,668,0,2961,11538,-25391,14130
2473,39456,248,795,304,2051,0,1,2384,924,0,7056,11794,40129,18225
2474,45601,120,615,48,1027,4086,4072,2399,1180,16,-25736,5648,39745,-14519
2475,44578,184,803,880,3075,4094,4092,2399,1436,16,23420,6672,39681,1861
2476,44833,200,831,1056,3331,4095,4095,2399,1692,16,27517,6416,39665,-2236
2477,52003,8,778,1264,2818,11,28,2384,1948,0,-21607,-754,-25424,-18648
2478,53540,104,586,480,3074,2,6,2400,156,0,2975,783,-25327,5934
2479,56867,152,514,1392,2818,4090,4083,2415,412,16,15276,4110,40001,18235
2480,55587,72,575,1456,1026,4094,4091,2415,668,16,-29775,2830,39921,-26816
2481,55331,88,534,160,3074,0,1,2400,924,0,31666,2574,39937,-30911
2482,55075,72,518,112,3842,4095,4095,2415,1180,16,-29773,2830,39953,30528
2483,58658,104,531,1712,2050,4090,4082,2415,1436,16,27557,-753,-25360,-26802
2484,59426,152,598,1008,1794,1,3,2400,1692,0,-25688,-1521,-25408,26443
2485,61987,248,574,1968,770,4092,4086,2415,1948,16,-1102,-4082,40288,1857
2486,61218,200,623,1392,2050,1,3,2416,156,0,-13393,-4850,40240,-10434
2487,63266,72,594,432,1794,3,8,2416,412,0,19383,-2802,40112,22342
2488,64801,168,579,1648,3074,4093,4090,2431,668,16,-5199,-1267,40208,-2240
2489,64033,216,614,1904,3842,4094,4093,2431,924,16,-17484,-2035,40256,-14525
2490,65058,24,547,928,2306,4094,4092,2431,1180,16,31664,-3059,-25344,1863
2491,545,217,574,544,3074,1,4,2416,1436,0,-17492,-4083,40256,-14517
2492,65313,168,535,48,1026,1,3,2416,1692,0,-29783,-3315,40304,-2226
2493,546,121,635,1584,2050,1,3,2416,1948,0,23468,-4083,40352,10059
2494,64801,40,523,608,1282,4094,4091,2447,156,16,2983,-5363,40272,-10426
2495,65057,24,543,560,3074,4095,4095,2447,412,16,-1112,-5108,40256,-14521
2496,2593,217,602,160,2,5,12,2432,668,0,15260,-2036,40448,1851
2497,3873,137,542,944,770,4094,4091,2447,924,16,-29801,-756,40368,22326
2498,5665,249,583,352,258,3,7,2432,1180,0,7056,-2548,40256,-14531
2499,7201,153,530,816,3842,4093,4090,2447,1436,16,31626,-4084,40352,26435
2500,7457,169,574,816,2818,0,1,2432,1692,0,-29813,-4340,40336,22338
2501,10017,9,571,1952,258,4092,4086,2447,1948,16,-5227,-6901,40496,-2248
2502,4128,153,771,1632,3330,9,23,2448,156,0,31614,-12790,40128,-30943
2503,62754,72,602,112,771,4085,4069,2463,412,16,11107,-19700,40560,14086
2504,62754,72,830,944,771,0,0,2448,668,0,11107,-19700,40560,14086
2505,5156,89,803,1376,3330,12,31,2448,924,0,6980,-11762,40064,9959
2506,4900,73,618,1568,2050,0,1,2448,1180,0,11077,-11506,40080,5862
2507,62502,56,602,496,2819,4083,4065,2463,1436,16,15204,-3572,39584,1735
2508,57127,232,770,1840,3842,8,21,2448,1692,0,-5297,1802,39921,22236
2509,59431,88,618,752,2818,3,9,2448,1948,0,23384,-502,40064,-6445
2510,58919,56,562,928,2050,4095,4094,2479,156,16,15190,-1014,40032,-14639
2511,59687,8,551,880,2,4095,4093,2479,412,16,2905,-246,39984,-26924
2512,60711,72,562,304,3842,1,4,2464,668,0,-13483,777,40049,22224
2513,58406,216,631,928,3330,3,9,2464,924,0,15198,-1527,40192,-14631
2514,58662,232,526,48,2818,0,1,2464,1180,0,11101,-1783,40176,-10534
2515,58406,248,631,1776,2050,0,1,2464,1436,0,7006,-1527,40160,-6439
2516,59942,88,587,560,2050,2,6,2464,1692,0,31588,-3063,-25472,-31021
2517,59942,88,578,1056,2,0,0,2464,1948,0,31588,-3063,-25472,-31021
2518,62759,8,563,1904,3074,4091,4085,2495,156,16,11119,-246,40240,14046
2519,62247,40,618,1824,2050,4095,4094,2495,412,16,19309,-758,40272,22236
2520,61479,248,555,368,1026,1,3,2480,668,0,31600,-1526,-25312,-31009
2521,61479,248,635,1904,1026,0,0,2480,924,0,31600,-1526,-25312,-31009
2522,60967,216,579,800,258,1,2,2480,1180,0,-25742,-1014,-25280,26333
2523,59687,40,538,928,2,4094,4091,2495,1436,16,19319,266,40177,-18728
2524,60199,72,578,1264,770,4095,4094,2495,1692,16,27513,-246,40144,-26922
2525,553,217,535,2032,2049,9,23,2480,1948,0,-1136,-6136,40512,1727
2526,1321,9,374,1520,1793,1,3,2496,156,0,11155,-5367,-24976,14018
2527,553,57,354,1248,1025,1,3,2496,412,0,23440,-6135,-24928,26303
2528,65065,248,335,1584,3073,4094,4092,2511,668,16,-25708,-7159,40544,-22845
2529,1578,121,558,1504,2,4093,4088,2511,924,16,7052,-5110,40416,9915
2530,2602,185,614,1184,3074,1,4,2496,1180,0,-9336,-6135,40352,26303
2531,1066,25,559,48,3074,2,6,2496,1436,0,31630,-4599,-25280,-14663
2532,1578,57,570,688,3842,0,2,2496,1692,0,-25712,-5111,-25312,-22857
2533,61737,136,526,2032,3841,8,21,2496,1948,0,-5253,266,39889,22220
2534,62761,200,338,1712,1793,4094,4092,2527,156,16,11135,1291,39953,-26928
2535,64297,104,347,752,3073,2,6,2512,412,0,-13435,2826,39857,14038
2536,64041,88,342,1184,3073,0,1,2512,668,0,-9338,2570,39841,18135
2537,61736,232,306,1648,2817,4092,4087,2527,924,16,19343,266,39985,-18720
2538,63017,56,355,2032,1025,4094,4091,2527,1180,16,-1142,-1015,-25632,1765
2539,56618,200,366,224,2,4086,4071,2527,1436,16,27555,5384,39505,-26932
2540,55594,136,379,1520,3073,1,4,2512,1692,0,11167,6408,39569,-10544
2541,56106,104,330,944,3841,0,2,2512,1948,0,2977,5896,39601,-2354
2542,57131,168,315,480,3329,1,4,2528,156,0,19365,6920,39665,14034
2543,58666,72,306,1392,2817,4093,4090,2543,412,16,-5205,8455,39569,-10536
2544,51500,136,359,416,3330,4084,4068,2543,668,16,-21561,1289,39121,-26892
2545,51244,152,535,240,2050,0,1,2528,924,0,-25656,1033,39137,-30987
